1	1077348330	1240287957
2	79391740	162939627
3	26835263	83547887
4	13613035	56712624
5	8264514	43099589
6	5563616	34835075
7	4010283	29271459
8	3029463	25261176
9	2373317	22231713
10	1909034	19858396
11	1566362	17949362
12	1310859	16383000
13	1114456	15072141
14	958470	13957685
15	833016	12999215
16	731111	12166199
17	648963	11435088
18	578668	10786125
19	517776	10207457
20	467384	9689681
21	423928	9222297
22	384854	8798369
23	354406	8413515
24	324715	8059109
25	298603	7734394
26	277578	7435791
27	257107	7158213
28	239260	6901106
29	222059	6661846
30	207996	6439787
31	194888	6231791
32	183098	6036903
33	172396	5853805
34	162326	5681409
35	153308	5519083
36	144191	5365775
37	137510	5221584
38	130177	5084074
39	123808	4953897
40	117844	4830089
41	112419	4712245
42	106075	4599826
43	101739	4493751
44	97107	4392012
45	93508	4294905
46	89266	4201397
47	85140	4112131
48	81563	4026991
49	77926	3945428
50	75383	3867502
51	72533	3792119
52	69639	3719586
53	67358	3649947
54	64802	3582589
55	62458	3517787
56	60463	3455329
57	58060	3394866
58	56470	3336806
59	54383	3280336
60	52849	3225953
61	51225	3173104
62	49354	3121879
63	47607	3072525
64	46691	3024918
65	44610	2978227
66	43615	2933617
67	42647	2890002
68	40948	2847355
69	39696	2806407
70	38979	2766711
71	37821	2727732
72	36473	2689911
73	35764	2653438
74	34716	2617674
75	34060	2582958
76	32912	2548898
77	32400	2515986
78	31139	2483586
79	30365	2452447
80	29859	2422082
81	29176	2392223
82	28304	2363047
83	28104	2334743
84	26963	2306639
85	26529	2279676
86	26122	2253147
87	25209	2227025
88	24658	2201816
89	24022	2177158
90	23180	2153136
91	23234	2129956
92	22454	2106722
93	22147	2084268
94	21490	2062121
95	21280	2040631
96	20863	2019351
97	20283	1998488
98	19792	1978205
99	19725	1958413
100	19135	1938688
101	19047	1919553
102	18404	1900506
103	18066	1882102
104	17725	1864036
105	17526	1846311
106	17134	1828785
107	16783	1811651
108	16489	1794868
109	16081	1778379
110	15927	1762298
111	15743	1746371
112	15226	1730628
113	15073	1715402
114	14840	1700329
115	14467	1685489
116	14165	1671022
117	14136	1656857
118	13717	1642721
119	13587	1629004
120	13367	1615417
121	13132	1602050
122	12870	1588918
123	12551	1576048
124	12492	1563497
125	12375	1551005
126	12055	1538630
127	11851	1526575
128	11652	1514724
129	11650	1503072
130	11628	1491422
131	11079	1479794
132	11302	1468715
133	10999	1457413
134	10720	1446414
135	10481	1435694
136	10385	1425213
137	10140	1414828
138	10149	1404688
139	10056	1394539
140	9767	1384483
141	9642	1374716
142	9671	1365074
143	9416	1355403
144	9262	1345987
145	9195	1336725
146	9030	1327530
147	9047	1318500
148	8763	1309453
149	8633	1300690
150	8559	1292057
151	8506	1283498
152	8435	1274992
153	8240	1266557
154	8016	1258317
155	7953	1250301
156	7886	1242348
157	7825	1234462
158	7738	1226637
159	7608	1218899
160	7491	1211291
161	7509	1203800
162	7323	1196291
163	7328	1188968
164	7206	1181640
165	7158	1174434
166	7006	1167276
167	6948	1160270
168	6889	1153322
169	6685	1146433
170	6709	1139748
171	6611	1133039
172	6594	1126428
173	6444	1119834
174	6473	1113390
175	6246	1106917
176	6151	1100671
177	6161	1094520
178	6084	1088359
179	6187	1082275
180	6081	1076088
181	5809	1070007
182	5908	1064198
183	5798	1058290
184	5686	1052492
185	5641	1046806
186	5682	1041165
187	5501	1035483
188	5429	1029982
189	5384	1024553
190	5425	1019169
191	5298	1013744
192	5232	1008446
193	5109	1003214
194	5209	998105
195	5165	992896
196	4991	987731
197	4945	982740
198	4853	977795
199	4940	972942
200	4924	968002
201	4792	963078
202	4676	958286
203	4816	953610
204	4639	948794
205	4583	944155
206	4580	939572
207	4591	934992
208	4521	930401
209	4566	925880
210	4442	921314
211	4375	916872
212	4179	912497
213	4234	908318
214	4221	904084
215	4154	899863
216	4275	895709
217	4137	891434
218	4017	887297
219	4141	883280
220	4133	879139
221	3976	875006
222	3996	871030
223	3967	867034
224	3901	863067
225	3896	859166
226	3814	855270
227	3711	851456
228	3765	847745
229	3664	843980
230	3635	840316
231	3645	836681
232	3536	833036
233	3560	829500
234	3639	825940
235	3489	822301
236	3576	818812
237	3433	815236
238	3336	811803
239	3456	808467
240	3310	805011
241	3367	801701
242	3369	798334
243	3273	794965
244	3103	791692
245	3229	788589
246	3199	785360
247	3198	782161
248	3279	778963
249	3120	775684
250	3090	772564
251	3092	769474
252	3079	766382
253	3050	763303
254	3016	760253
255	2851	757237
256	2912	754386
257	2969	751474
258	2968	748505
259	2797	745537
260	2811	742740
261	2748	739929
262	2752	737181
263	2728	734429
264	2800	731701
265	2714	728901
266	2715	726187
267	2805	723472
268	2609	720667
269	2695	718058
270	2695	715363
271	2630	712668
272	2587	710038
273	2583	707451
274	2555	704868
275	2549	702313
276	2607	699764
277	2564	697157
278	2615	694593
279	2517	691978
280	2464	689461
281	2434	686997
282	2399	684563
283	2388	682164
284	2381	679776
285	2376	677395
286	2422	675019
287	2342	672597
288	2330	670255
289	2291	667925
290	2285	665634
291	2295	663349
292	2269	661054
293	2232	658785
294	2257	656553
295	2263	654296
296	2243	652033
297	2179	649790
298	2203	647611
299	2252	645408
300	2140	643156
301	2132	641016
302	2105	638884
303	2135	636779
304	2101	634644
305	2116	632543
306	2108	630427
307	2055	628319
308	2104	626264
309	2041	624160
310	2056	622119
311	1949	620063
312	1937	618114
313	2026	616177
314	1969	614151
315	1936	612182
316	1902	610246
317	1924	608344
318	1935	606420
319	1890	604485
320	1982	602595
321	1916	600613
322	1881	598697
323	1907	596816
324	1853	594909
325	1908	593056
326	1765	591148
327	1798	589383
328	1787	587585
329	1783	585798
330	1817	584015
331	1736	582198
332	1755	580462
333	1807	578707
334	1629	576900
335	1725	575271
336	1666	573546
337	1680	571880
338	1715	570200
339	1727	568485
340	1661	566758
341	1708	565097
342	1690	563389
343	1734	561699
344	1666	559965
345	1590	558299
346	1585	556709
347	1540	555124
348	1633	553584
349	1629	551951
350	1585	550322
351	1562	548737
352	1550	547175
353	1449	545625
354	1537	544176
355	1614	542639
356	1593	541025
357	1523	539432
358	1581	537909
359	1488	536328
360	1415	534840
361	1483	533425
362	1488	531942
363	1463	530454
364	1433	528991
365	1489	527558
366	1425	526069
367	1492	524644
368	1431	523152
369	1461	521721
370	1385	520260
371	1411	518875
372	1432	517464
373	1415	516032
374	1386	514617
375	1438	513231
376	1415	511793
377	1395	510378
378	1382	508983
379	1335	507601
380	1294	506266
381	1396	504972
382	1318	503576
383	1297	502258
384	1350	500961
385	1336	499611
386	1340	498275
387	1263	496935
388	1207	495672
389	1232	494465
390	1312	493233
391	1272	491921
392	1273	490649
393	1252	489376
394	1286	488124
395	1277	486838
396	1215	485561
397	1192	484346
398	1192	483154
399	1235	481962
400	1252	480727
401	1221	479475
402	1294	478254
403	1133	476960
404	1230	475827
405	1232	474597
406	1190	473365
407	1205	472175
408	1210	470970
409	1197	469760
410	1149	468563
411	1165	467414
412	1126	466249
413	1107	465123
414	1080	464016
415	1076	462936
416	1150	461860
417	1125	460710
418	1079	459585
419	1048	458506
420	1067	457458
421	1050	456391
422	1054	455341
423	1099	454287
424	1063	453188
425	1069	452125
426	1089	451056
427	1095	449967
428	1061	448872
429	1068	447811
430	1004	446743
431	1105	445739
432	1007	444634
433	1003	443627
434	987	442624
435	1019	441637
436	1065	440618
437	992	439553
438	952	438561
439	983	437609
440	967	436626
441	1012	435659
442	984	434647
443	1012	433663
444	945	432651
445	988	431706
446	1018	430718
447	965	429700
448	968	428735
449	947	427767
450	931	426820
451	932	425889
452	955	424957
453	925	424002
454	1007	423077
455	912	422070
456	907	421158
457	910	420251
458	954	419341
459	939	418387
460	895	417448
461	957	416553
462	896	415596
463	1029	414700
464	901	413671
465	899	412770
466	864	411871
467	876	411007
468	933	410131
469	850	409198
470	873	408348
471	859	407475
472	871	406616
473	869	405745
474	890	404876
475	833	403986
476	866	403153
477	848	402287
478	851	401439
479	900	400588
480	814	399688
481	882	398874
482	878	397992
483	827	397114
484	849	396287
485	836	395438
486	863	394602
487	852	393739
488	819	392887
489	803	392068
